,importances_mean,importances_std
kccq_summ_bl,0.02710680246996002,0.001669772284372499
age,0.023376440730572122,0.0011766721263396956
weight,0.01903437095784024,0.0009115512746207508
haemoglobin_adj,0.017753281059899217,0.0016578222119684903
creatinine,0.016506710083418242,0.002609189137815873
creatinine_adj,0.011649521839753697,0.0027580545050340617
prior_af_1.0,0.010599277821229025,0.0005208924844079891
lvef_value,0.010364107680873435,0.0011626608777058367
av_area_tte,0.010181216792248015,0.0008646088876730559
av_mean_grad_tte,0.010036122819819204,0.0007499957721441588
av_peak_vel,0.00883858963476356,0.0005230379774105063
albumin_adj,0.008532328459774452,0.0015079071010966974
prior_ccf_1.0,0.006592155082427831,0.0008254985427382041
ecg_rhythm_sinus_1.0,0.005605116158226875,0.0008119426091522086
prior_pad_1.0,0.005511887865142673,0.0006754418748069247
meds_diuretics_1.0,0.0049967657518626305,0.00041312201146574424
chronic_lung_3.0,0.004769526716412664,0.0006926477573487051
nyha_status_3.0,0.0046804254287450275,0.00040005024904218156
prior_carotid_sten_5.0,0.004467045599625852,0.00033802755105669184
platelet_count_adj,0.004251243154323481,0.0005057540638188862
ecg_rhythm_Fibrillation_1.0,0.003979358238091102,0.00035609083513790457
meds_aspirin_1.0,0.0032068056941201737,0.00015405104368497563
ckd_1.0,0.0031873800188477073,0.00025246963359064074
chronic_lung_4.0,0.0030614115981255187,0.0005644304243309094
artery_calc_2.0,0.0028866943250819067,0.0002024940659618383
meds_ACE_ARB_1.0,0.0028395476718191094,0.00016261024623960056
meds_statins_1.0,0.002728576776499314,0.00037313209547826714
chronic_lung_2.0,0.0025808063555381676,0.00028723465466904335
mitral_regurg_1.0,0.002239153914868042,0.0002193063430549462
anaesthesia_4.0,0.002227717685864272,0.00012120035505815168
annualar_calc_ctaort_1.0,0.002184465278124481,0.00018744317662592244
artery_calc_3.0,0.0020793107597555814,0.000263065121314434
artery_calc_4.0,0.002007891757376834,0.00018336510062901944
aortic_insuff_4.0,0.0019784842703560067,0.00029114602020978355
iliofem_tort_2.0,0.0018767309547228495,0.00013029430841820535
initial_bav_1.0,0.001690603109492983,0.0002170257087983813
meds_p2y12_1.0,0.0016851382521968715,0.0001295305575783901
hypertension_1.0,0.0015772035147825214,0.0002107339652173171
ecg_conduct_1DAVBlock_1.0,0.0015670694858829215,0.00012719680313259978
diabetes_1.0,0.0014621346662505585,7.092499275058764e-05
gender_2.0,0.001447473396801424,0.000164341591389811
prior_bav_1.0,0.0012861302023599252,0.00029928225374416614
meds_doac_1.0,0.0012714158554749222,0.00013350371850492232
anaesthesia_2.0,0.0012076625095303272,0.00018591304243332528
aortic_insuff_2.0,0.0011922728051985576,0.00021860838272381942
prox_lad_1.0,0.0011375377989987002,0.0001722358353545119
aortic_insuff_3.0,0.0011173202640822222,6.364592528336247e-05
ecg_conduct_none_1.0,0.0011130301503681438,0.00014000043019883862
procedure_indic_1.0,0.0010685075654863763,4.051222045043276e-05
cad_1.0,0.0009674937775908887,8.960118970073861e-05
ecg_conduct_LBBB_1.0,0.0008953116467957933,2.336031015929316e-05
iliofem_tort_3.0,0.0008923645773546207,0.00012435132856162677
prior_acute_mi_1.0,0.0008706130428536741,0.0001773314083845213
prior_stroke_1.0,0.0008224408467462973,0.00015046510961222437
prior_valve_replace_1.0,0.0008178611043279105,8.899751481807103e-05
diseased_vessels_number_2.0,0.0007592413578300539,6.783266690647126e-05
diseased_vessels_number_4.0,0.0007462980670725816,5.8313595715967904e-05
valve_morph_1.0,0.0007451743644144804,0.00012020646579648863
prior_pci_1.0,0.0007388298401645122,0.00010360086910435047
prior_cardio_surg_1.0,0.0007382295331105349,0.00012434579293277295
meds_beta_blocker_1.0,0.0007312283115059826,8.822633547971763e-05
av_disease_etiology_2.0,0.0007237550150804406,0.00010908633829025745
prior_generator_1.0,0.0006494755678090325,0.0001603529799438739
ecg_conduct_RBBB_1.0,0.0006437014063221058,0.00011738344867361269
ecg_rhythm_paced_1.0,0.0005546697746435791,0.00020374789891966906
prior_tia_1.0,0.0005514768937435078,0.00010537947843955769
prior_cabg_1.0,0.000543181737974674,0.00010529416999311762
prior_carotid_sten_2.0,0.0005131873285445732,0.00010687331422933461
high_cfa_burif_1.0,0.0004374748797407957,3.3585051128492144e-05
valve_calc_1.0,0.00041815503603563896,3.893574461091725e-05
diseased_vessels_number_3.0,0.00040924166013740494,9.217726820113744e-05
prior_carotid_sten_4.0,0.0003512324246637721,7.980626503555454e-05
prior_carotid_sten_3.0,9.822135493047224e-05,1.4548984113725829e-05
iliofem_tort_4.0,7.438193171751539e-05,1.40673786564668e-05
dialysis_1.0,-8.020805872626102e-05,5.5658436314631676e-05
