,0
anaesthesia_4.0,-0.25644266439711627
kccq_summ_bl,-0.2226618184410087
age,0.22076694193634747
weight,-0.20701616994430738
anaesthesia_2.0,-0.20194405843527
creatinine,0.1771605350573418
haemoglobin_adj,0.16232738739998867
aortic_insuff_3.0,-0.1543372291069626
aortic_insuff_2.0,-0.14859380699244668
chronic_lung_3.0,0.13457635810255417
chronic_lung_4.0,0.11393042296601168
prior_af_1.0,0.11226622972609632
aortic_insuff_4.0,-0.10728463168046308
prior_pad_1.0,0.10575048562699445
prior_carotid_sten_5.0,0.10390836596369023
lvef_value,-0.10258056438857223
chronic_lung_2.0,0.1015139786821597
meds_p2y12_1.0,-0.10081166913255914
ecg_rhythm_paced_1.0,-0.09876533749264811
meds_ACE_ARB_1.0,-0.09837263063969168
av_area_tte,-0.09339607618672041
meds_beta_blocker_1.0,-0.09102351171265949
av_disease_etiology_2.0,-0.08916155202951284
meds_diuretics_1.0,0.08818663426729854
prior_ccf_1.0,0.0850463827940438
meds_aspirin_1.0,-0.08431309130047922
creatinine_adj,-0.0828825631560542
meds_statins_1.0,-0.08043571016032203
high_cfa_burif_1.0,-0.08014832882032633
av_mean_grad_tte,-0.06912715795162125
diseased_vessels_number_3.0,-0.06902846594597904
prior_cardio_surg_1.0,-0.0649934086538996
prior_generator_1.0,0.06416712717762234
gender_2.0,0.06262541979954041
platelet_count_adj,0.06006174042256122
meds_doac_1.0,-0.05959745552244045
artery_calc_4.0,0.058807743022514694
iliofem_tort_4.0,-0.058336410582536906
prox_lad_1.0,0.058207215972865906
valve_morph_1.0,0.05778156901884576
valve_calc_1.0,0.05673714476013443
ecg_conduct_RBBB_1.0,-0.05407618282628431
ecg_conduct_none_1.0,-0.05264652596057841
prior_valve_replace_1.0,0.047490438885581326
ecg_conduct_LBBB_1.0,-0.041609773466855904
initial_bav_1.0,0.040034117711034184
ecg_rhythm_sinus_1.0,-0.03987117084578185
diabetes_1.0,0.03926921586036309
ecg_rhythm_Fibrillation_1.0,0.03900895365264276
mitral_regurg_1.0,0.03754049282268801
prior_bav_1.0,0.03741350771489591
artery_calc_2.0,-0.035686260581452627
prior_carotid_sten_3.0,-0.03548223687703523
iliofem_tort_2.0,-0.03007018531641188
nyha_status_3.0,0.029608956965358018
diseased_vessels_number_4.0,0.02659909196673571
procedure_indic_1.0,0.024091778585505524
hypertension_1.0,-0.023743485725818858
av_peak_vel,-0.023044067679335208
iliofem_tort_3.0,-0.020805167977863467
artery_calc_3.0,0.020604806088193782
prior_pci_1.0,0.016996064374853185
ecg_conduct_1DAVBlock_1.0,0.0154814149466528
prior_stroke_1.0,0.013412510086378322
prior_cabg_1.0,0.013359984220707992
prior_carotid_sten_4.0,0.01285491860887408
albumin_adj,0.01256719446554692
ckd_1.0,0.010638140395508772
dialysis_1.0,0.009961772077385196
cad_1.0,-0.009947878429253761
diseased_vessels_number_2.0,0.009802139796937517
annualar_calc_ctaort_1.0,-0.008042887273641875
prior_tia_1.0,0.007703620811951219
prior_acute_mi_1.0,-0.00644058495992627
prior_carotid_sten_2.0,0.0053854495590770195
