,0
kccq_summ_bl,-0.1028748912101837
haemoglobin_adj,0.1022413089608021
age,0.08882389552199485
weight,-0.07345281168941531
prior_ccf_1.0,0.061686891359023846
prior_af_1.0,0.06132009419797706
prior_pad_1.0,0.060863679079924383
lvef_value,-0.06040609224940015
chronic_lung_3.0,0.059459080724182135
chronic_lung_4.0,0.054769859319608975
meds_diuretics_1.0,0.05059049609585845
meds_ACE_ARB_1.0,-0.05037412599018598
creatinine,0.04473091273136183
nyha_status_3.0,0.04323551278688766
av_area_tte,-0.04234249018573594
prior_bav_1.0,0.042138131016767166
ecg_rhythm_Fibrillation_1.0,0.041441985878545334
meds_statins_1.0,-0.04113284827357652
artery_calc_4.0,0.03838143068258059
meds_aspirin_1.0,-0.038028128795672106
ckd_1.0,0.03698194947151325
meds_p2y12_1.0,-0.0359803552211338
ecg_rhythm_sinus_1.0,-0.03595955712214727
chronic_lung_2.0,0.03548195093288799
prior_carotid_sten_5.0,0.03530346220547112
platelet_count_adj,0.03504881080273009
av_mean_grad_tte,-0.03178297082295176
high_cfa_burif_1.0,-0.029134011457356526
av_disease_etiology_2.0,-0.026870879629473505
artery_calc_2.0,-0.02631407302378986
mitral_regurg_1.0,0.02581988353305534
meds_beta_blocker_1.0,-0.023808851946244828
valve_calc_1.0,0.02322983469395624
dialysis_1.0,0.02236217024886777
diseased_vessels_number_4.0,0.022307535003458386
diseased_vessels_number_3.0,-0.022263456964004315
valve_morph_1.0,0.021742493176243244
anaesthesia_4.0,-0.021639252763006617
prox_lad_1.0,0.02074055490146904
artery_calc_3.0,0.020491713277737165
aortic_insuff_2.0,-0.01969225852472977
creatinine_adj,0.019404365757764008
aortic_insuff_3.0,-0.016885829259756884
ecg_conduct_none_1.0,-0.016545642829835762
hypertension_1.0,-0.016267812090489785
prior_generator_1.0,0.016021313303151395
prior_valve_replace_1.0,-0.015017445953963579
av_peak_vel,-0.014430353750325926
iliofem_tort_4.0,-0.014224609086008661
prior_cardio_surg_1.0,-0.013879453473129908
procedure_indic_1.0,0.013460191223847161
ecg_conduct_1DAVBlock_1.0,0.013210207126196843
ecg_rhythm_paced_1.0,-0.011837635501595613
prior_stroke_1.0,0.011224452877030626
gender_2.0,0.010905614299268753
prior_carotid_sten_3.0,-0.010849188709110752
albumin_adj,0.01027100310726515
ecg_conduct_RBBB_1.0,-0.00959448314270858
meds_doac_1.0,-0.009284496527806668
aortic_insuff_4.0,-0.009123891878414666
iliofem_tort_3.0,0.008125437602738726
prior_carotid_sten_4.0,0.007040895855801764
initial_bav_1.0,0.006837461814252542
prior_cabg_1.0,-0.005848067000988352
iliofem_tort_2.0,-0.004883388264012235
diseased_vessels_number_2.0,0.00425521261651628
diabetes_1.0,0.0039148453820287135
anaesthesia_2.0,0.003869306914748503
ecg_conduct_LBBB_1.0,-0.003716058602929894
prior_acute_mi_1.0,0.003502025914166866
prior_carotid_sten_2.0,0.0028003057518590528
cad_1.0,0.0023298713111054134
prior_pci_1.0,0.0021289534272036724
annualar_calc_ctaort_1.0,0.0016156991619062358
prior_tia_1.0,0.0001607026393512499
