,0
anaesthesia_4.0,0.14980533497119966
anaesthesia_2.0,0.09168466964276484
creatinine,-0.08939664843387997
weight,0.08414614988974609
kccq_summ_bl,0.08218936076401447
age,-0.07616539879988636
chronic_lung_3.0,-0.07077146464941196
aortic_insuff_3.0,0.06745181522850613
prior_af_1.0,-0.06338950380064347
aortic_insuff_4.0,0.06284162845935354
meds_p2y12_1.0,0.061718892447188506
albumin_adj,-0.058743722361591165
prior_cardio_surg_1.0,0.05737360701925644
haemoglobin_adj,-0.05579098656202401
aortic_insuff_2.0,0.05572004310877521
av_disease_etiology_2.0,0.054132283039825604
high_cfa_burif_1.0,0.05233999798478099
prior_carotid_sten_5.0,-0.05050065626252427
chronic_lung_4.0,-0.049544481592868006
meds_statins_1.0,0.04822106186639309
creatinine_adj,0.046392462877042275
prior_valve_replace_1.0,-0.046223126308260074
chronic_lung_2.0,-0.04491524770957144
prior_acute_mi_1.0,-0.042484192965980695
mitral_regurg_1.0,-0.04154524663548211
artery_calc_4.0,-0.04109783589517557
prior_pad_1.0,-0.03942259603338609
prox_lad_1.0,-0.03903864598660764
meds_diuretics_1.0,-0.03687276195462525
prior_ccf_1.0,-0.034871286987091035
lvef_value,0.03386606622017662
ecg_rhythm_Fibrillation_1.0,-0.032871952314906305
av_area_tte,0.031045547376558128
meds_beta_blocker_1.0,0.02915515500978304
platelet_count_adj,-0.028678591761381576
ckd_1.0,-0.024697644201511593
cad_1.0,0.024498998229766377
meds_doac_1.0,0.02321370639224437
meds_aspirin_1.0,0.022051818339355527
av_mean_grad_tte,0.021952367934363767
hypertension_1.0,0.021785915651865728
ecg_conduct_1DAVBlock_1.0,-0.021758113947064978
ecg_conduct_LBBB_1.0,0.020888596322489555
meds_ACE_ARB_1.0,0.018084807753419006
diseased_vessels_number_3.0,0.017448453172803434
prior_cabg_1.0,-0.017439105641574873
ecg_rhythm_paced_1.0,0.016744240667373678
iliofem_tort_3.0,0.015308595724616037
valve_calc_1.0,-0.014965440976115567
iliofem_tort_2.0,0.014043605149358398
ecg_conduct_none_1.0,0.014028733566688377
valve_morph_1.0,-0.013971691162472618
gender_2.0,-0.013523229274830685
iliofem_tort_4.0,0.013490166266847516
av_peak_vel,-0.012258565670402349
prior_generator_1.0,-0.011350742595453938
procedure_indic_1.0,0.01036442788210456
diseased_vessels_number_4.0,-0.01019247030814226
prior_carotid_sten_2.0,-0.00987870405089215
diseased_vessels_number_2.0,0.008895567938177671
artery_calc_3.0,0.00746801764867963
prior_pci_1.0,0.007169129163830095
nyha_status_3.0,-0.006889215516258442
ecg_conduct_RBBB_1.0,0.006092963282870193
dialysis_1.0,-0.004396654178007723
prior_carotid_sten_3.0,-0.0039023290001801163
prior_tia_1.0,0.0034392252212546923
ecg_rhythm_sinus_1.0,-0.003389068043795157
initial_bav_1.0,-0.003322729800440626
artery_calc_2.0,-0.002406157734572912
prior_stroke_1.0,-0.0018012057927122877
prior_carotid_sten_4.0,0.0011991903484099274
annualar_calc_ctaort_1.0,0.0008905888513907685
prior_bav_1.0,-0.0007507990487610395
diabetes_1.0,-0.0007314889328828745
